Type Object,Operator Code,Category,Name NL,Name FR,Streetname NL,Streetname FR,HouseNumber,PostalCode,Longitude,Latitude,Accessibility
mailbox,BPST,PBUS,RB-3300-045,RB-3300-045,Begijnenstraat,Begijnenstraat,1,3300,4.8925930,50.7981870,0
postalpoint,BPST,AUTO,BBOX-AUTOM LIDL EVERE,BBOX DISTRIB LIDL EVERE,Leonard Mommaertslaan,Avenue Leonard Mommaerts,2,1140,4.4131120,50.8564920,0
postalpoint,DHLE,BPPE,Pers en Broodhuis Jan Van Rossem,Pers en Broodhuis Jan Van Rossem,Bosstraat,Bosstraat,152,1742,4.1290400,50.8807900,-1
postalpoint,GLS_,AUTO,GLS Parcel Locker powered by bpost,GLS Parcel Locker powered by bpost,NATIËNKAAI,NATIËNKAAI,1,8400,2.9262600,51.2288300,0
postalpoint,BPST,AUTO,Automaat - Gemeente Linter - Linter,Automaat - Gemeente Linter - Linter,Helen-Bosstraat,Helen-Bosstraat,43,3350,5.0621000,50.8055000,0
postalpoint,DHLE,BPPE,Librairie Woluwe,Librairie Woluwe,Francois Gaystraat,Rue Francois Gay,354,1150,4.4160380,50.8372380,1
postalpoint,BPST,AUTO,Automaat - Gemeente Linter - Linter,Automaat - Gemeente Linter - Linter,Motstraat,Motstraat,1,3350,4.6102980,50.4325910,0
postalpoint,BPST,AUTO,Automaat - Fun - Lokeren,Automaat - Fun - Lokeren,Zelebaan,Zelebaan,73,9160,4.0148000,51.0924000,0
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Pasbrugstraat,Pasbrugstraat,/,2800,5.5608720,50.9523140,0
postalpoint,DHLE,BPPE,T Klavertje Vier,T Klavertje Vier,Van Aertselaerstraat,Van Aertselaerstraat,22,2320,4.7631900,51.4105400,-1
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Ploegstraat,Ploegstraat,2,2800,5.3904630,50.8586420,0
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Posthoornstraat,Posthoornstraat,11,2800,4.4728690,51.0192310,0
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Raghenoplein,Raghenoplein,3,2800,3.6332560,50.6014690,0
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Ridder Dessainlaan,Ridder Dessainlaan,32,2800,4.9284220,50.7994970,0
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Rommekensbergstraat,Rommekensbergstraat,3,2800,4.4631330,51.0413190,0
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Sint-Katelijnestraat,Sint-Katelijnestraat,2,2800,4.4512190,51.4630630,0
postalpoint,DHLE,BPPE,Da Shop,Da Shop,Gentsestraat,Gentsestraat,57,8870,3.2183200,50.9170900,-1
postalpoint,DHLE,BPPE,Barwaqo,Barwaqo,Grondwetplein,Place de la Constitution,6,1060,4.3406200,50.8376200,-1
postalpoint,DHLE,BPPE,Mini Market Hayk,Mini Market Hayk,Henry Consciencelaan,Avenue Henri Conscience,259,1140,4.4027600,50.8741700,-1
postalpoint,DHLE,BPPE,Tankstation Lambaerts,Tankstation Lambaerts,Stationsstraat,Stationsstraat,78,2230,4.8232300,51.0316100,-1
postalpoint,DHLE,BPPE,Epicerie Jublen,Epicerie Jublen,Pierre Verscheldenstraat,Rue Pierre Verschelden,2,1090,4.3346400,50.8846100,-1
postalpoint,DHLE,BPPE,Level Jay Zonhoven,Level Jay Zonhoven,Genkerbaan,Genkerbaan,21,3520,5.3697300,50.9912000,-1
postalpoint,DHLE,BPPE,Mobs Krantenwinkel,Mobs Krantenwinkel,Brusselsestraat,Brusselsestraat,205,1702,4.2650000,50.8711100,-1
postalpoint,DHLE,BPPE,Buurtwinkel Opex,Buurtwinkel Opex,Voorhavenlaan,Voorhavenlaan,60,8400,2.9440700,51.2292300,-1
postalpoint,DHLE,BPPE,Buurtwinkel Middelkerke,Buurtwinkel Middelkerke,Oostendelaan,Oostendelaan,13,8430,2.8216700,51.1855400,-1
postalpoint,DHLE,BPPE,Alkos,Alkos,Leon Theodorstraat,Rue Leon Theodor,61,1090,4.3268300,50.8746800,-1
postalpoint,DHLE,BPPE,Philae Graphs,Philae Graphs,Chaussee du Roeulx,Chaussee du Roeulx,262a,7000,3.9802100,50.4564900,-1
postalpoint,DHLE,BPPE,Librairie de la Place,Librairie de la Place,Place du March,Place du March,15,4651,5.8225900,50.6474900,-1
postalpoint,DHLE,BPPE,Tann SRL Shell Sombreffe,Tann SRL Shell Sombreffe,Chaussee de Nivelles,Chaussee de Nivelles,100,5140,4.6111800,50.5251500,-1
postalpoint,DHLE,BPPE,Palika Bazar,Palika Bazar,Franklin Rooseveltlaan,Franklin Rooseveltlaan,107,1800,4.4265600,50.9301700,-1
postalpoint,DHLE,BPPE,Machiner,Machiner,Ernest Allardstraat,Rue Ernest Allard,33,1000,4.3540000,50.8399200,-1
postalpoint,DHLE,BPPE,Megadeal,Megadeal,Rue Feronstree,Rue Feronstree,7,4000,5.5777400,50.6461600,-1
postalpoint,DHLE,BPPE,Easyphone,Easyphone,Rue Leopold,Rue Leopold,25,4000,5.5764500,50.6445900,-1
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Stationsstraat,Stationsstraat,120,2800,3.9698100,50.4915000,0
postalpoint,DHLE,BPPE,Lux Helchteren,Lux Helchteren,Kazernelaan,Kazernelaan,11,3530,5.3866200,51.0567300,-1
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Stenenmolenstraat,Stenenmolenstraat,12,2800,4.4830770,51.0119280,0
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Stuivenbergvaart,Stuivenbergvaart,108,2800,5.1929250,50.8647280,0
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Tervuursesteenweg,Tervuursesteenweg,2,2800,4.4826520,51.0142030,0
postalpoint,DHLE,BPPE,T Klavertje Vier,T Klavertje Vier,Dorpsstraat,Dorpsstraat,49,2990,4.5946600,51.3886200,-1
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Vaartdijk,Vaartdijk,86,2800,5.5727660,50.1680260,0
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Varkensstraat,Varkensstraat,11,2800,4.8479770,51.1426660,0
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Wolverbosstraat,Wolverbosstraat,25,2800,4.4019130,51.0771590,0
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Mechelen,Automaat - Stad Mechelen - Mechelen,Zandvoortvest,Zandvoortvest,/,2800,4.4892090,51.0247020,0
postalpoint,DHLE,BPPE,T Klavertje Vier,T Klavertje Vier,Achterbroeksteenweg,Achterbroeksteenweg,484,2920,4.4971100,51.3963000,-1
postalpoint,DHLE,BPPE,Bloembinderij Den Dre,Bloembinderij Den Dre,Lichtaartseweg,Lichtaartseweg,79,2250,4.8990238,51.1800340,-1
postalpoint,BPST,BPBP,FOSSES-LA-VILLE,FOSSES-LA-VILLE,Rue De Vitrival,Rue De Vitrival,23,5070,4.6947610,50.3953130,-1
postalpoint,DHLE,BPPE,Tankstation De Warande,Tankstation De Warande,Albrecht Rodenbachstraat,Albrecht Rodenbachstraat,39,8020,3.2462660,51.1536020,1
postalpoint,DHLE,BPPE,De Regenboog,De Regenboog,Gildenstraat,Gildenstraat,9,2470,5.0812500,51.2655600,-1
postalpoint,DHLE,BPPE,FTC Pgeneration BV,FTC Pgeneration BV,Bisschoppenhoflaan,Bisschoppenhoflaan,95,2100,4.4477400,51.2313000,-1
postalpoint,DHLP,BPPE,FOSSES-LA-VILLE,FOSSES-LA-VILLE,Rue De Vitrival,Rue De Vitrival,23,5070,4.6947610,50.3953130,-1
postalpoint,DHLE,BPPE,Comptoir Des Kids Shopping Linthout,Comptoir Des Kids Shopping Linthout,Stafhouder Braffortstraat,Rue Batonnier Braffort,2,1200,4.4014500,50.8408200,-1
postalpoint,DHLE,BPPE,Lucky Express Liege Belgique,Lucky Express Liege Belgique,Rue Saint-Gilles,Rue Saint-Gilles,79,4000,5.5653800,50.6389200,-1
postalpoint,DHLE,BPPE,T Vaperke,T Vaperke,Weg naar Zwartberg,Weg naar Zwartberg,427,3660,5.5331500,51.0280200,-1
postalpoint,DHLE,BPPE,Modelist,Modelist,Onze-Lieve-Vrouwstraat,Onze-Lieve-Vrouwstraat,17,2800,4.4775100,51.0245600,-1
postalpoint,DHLE,BPPE,De Promotiewinkel,De Promotiewinkel,Wijkstraat,Wijkstraat,155,3700,5.4621600,50.7719200,-1
postalpoint,DHLE,BPPE,Het Suikerbrood,Het Suikerbrood,Dorpstraat,Dorpstraat,20,1731,4.2817300,50.9007000,-1
postalpoint,DHLE,BPPE,SNC Caldarino,SNC Caldarino,Rue Sart Lez Moulin,Rue Sart Lez Moulin,124,6180,4.3593100,50.4386300,-1
postalpoint,DHLE,BPPE,Easy Shop Gulf,Easy Shop Gulf,Rue Emile Wauquier,Rue Emile Wauquier,56,7040,3.9646500,50.3946500,-1
postalpoint,DHLE,BPPE,Vinca Bloemen,Vinca Bloemen,Aststraat,Aststraat,5,3190,4.5746400,50.9809700,-1
postalpoint,DHLE,BPPE,Exellent Electro Bogaert,Exellent Electro Bogaert,Markt,Markt,52,9240,4.0375700,51.0690500,-1
postalpoint,DHLE,BPPE,Recto Verso,Recto Verso,Kapellestraat,Kapellestraat,8,9220,4.1396200,51.0972100,-1
postalpoint,DHLE,BPPE,Topfruits,Topfruits,Chaussee de Bruxelles,Chaussee de Bruxelles,99,7090,4.1427400,50.6230000,-1
postalpoint,DHLE,BPPE,Cordage Express,Cordage Express,Rue du Perron,Rue du Perron,2,4681,5.6796300,50.7108400,-1
postalpoint,DHLE,BPPE,Maya Family Pet,Maya Family Pet,"Grote Baan ","Grote Baan ",80,2380,4.9924000,51.3672000,-1
postalpoint,DHLE,BPPE,Drukkerij Concept Printing,Drukkerij Concept Printing,De Merodedreef,De Merodedreef,91b,2260,4.9173300,51.0907600,-1
postalpoint,DHLE,BPPE,Mobile World,Mobile World,Bruul,Bruul,2,2800,4.4807500,51.0275600,-1
postalpoint,DHLE,BPPE,Status Design and Printing,Status Design and Printing,Rozenlaan,Rozenlaan,33,2242,4.6972400,51.2220900,-1
postalpoint,BPST,AUTO,Automaat - Carrefour Market - Melle,Automaat - Carrefour Market - Melle,Brusselsesteenweg,Brusselsesteenweg,310,9090,3.8071420,50.9999660,0
postalpoint,BPST,AUTO,Automaat - Grensland - Menen,Automaat - Grensland - Menen,Industrielaan,Industrielaan,55,8930,3.1005090,50.7894810,0
postalpoint,GLS_,BPPE,AD Delhaize,AD Delhaize,WICHELSESTEENWEG,WICHELSESTEENWEG,192C,9340,3.9737670,50.9798376,0
postalpoint,BPST,AUTO,Automaat - Bibliotheek - Menen,Automaat - Bibliotheek - Menen,Waalvest,Waalvest,1,8930,4.4028930,50.8094120,0
postalpoint,GLS_,BPPE,Buurtwinkel,Buurtwinkel,HEERBAAN,HEERBAAN,90,3582,5.2380802,51.0662941,0
postalpoint,BPST,AUTO,Automaat - NMBS - Mol,Automaat - SNCB - Mol,Statieplein,Statieplein,1,2400,5.1143980,51.1903130,0
postalpoint,BPST,AUTO,BBOX-AUTOM PRINSDOML. IZEGEM,BBOX DISTRIB PRINS. IZEGEM,Prinsdomlaan,Prinsdomlaan,68,8870,3.2296880,50.9108780,0
postalpoint,BPST,AUTO,Automaat - Carrefour - Herstal,Automaat - Carrefour - Herstal,Rue Basse Campagne,Rue Basse Campagne,1,4040,5.6467830,50.6850950,0
postalpoint,BPST,AUTO,Automaat - Carrefour - Moorslede,Automaat - Carrefour - Moorslede,Roeselaarsestraat,Roeselaarsestraat,23,8890,3.8997210,50.4746790,0
postalpoint,BPST,BPBP,CARREFOUR MARKET TOMBERG,CARREFOUR MARKET TOMBERG,Tomberg,Tomberg,96-114,1200,4.4272490,50.8423210,-1
postalpoint,BPST,AUTO,Automaat - Stad Mechelen - Namur,Automaat - Stad Mechelen - Muizen,Magdalenasteenweg,Magdalenasteenweg,17,2812,4.2356560,51.0095210,0
postalpoint,BPST,AUTO,Automaat - Carrefour Market - Nazareth,Automaat - Carrefour Market - Nazareth,Deinzestraat,Deinzestraat,14,9810,3.5937770,50.9599340,0
postalpoint,BPST,AUTO,Automaat - Gemeente - Neerijse,Automaat - Gemeente - Neerijse,Donkerstraat,Donkerstraat,1,3040,4.6233860,50.8176550,0
postalpoint,BPST,AUTO,Automaat - Decathlon - Olen,Automaat - Decathlon - Olen,Lammerdries - Winkelstraat,Lammerdries - Winkelstraat,4/B1,2250,4.9052860,51.1511340,0
postalpoint,DHLE,BPPE,Dapa,Dapa,Steenweg op Hoogstraten,Steenweg op Hoogstraten,72a,2330,4.8499700,51.3677100,-1
postalpoint,BPST,AUTO,Automaat - Proxy Delhaize - Olsene,Automaat - Proxy Delhaize - Olsene,Grote Steenweg,Grote Steenweg,190,9870,3.4584350,50.9320860,0
postalpoint,BPST,AUTO,Automaat - Gemeente - Ottenburg,Automaat - Gemeente - Ottenburg,"Leuvensebaan ","Leuvensebaan ",80,3040,4.6159350,50.7517840,0
postalpoint,BPST,AUTO,Automaat - NMBS - Oudenaarde,Automaat - SNCB - Oudenaarde,Stationsplein,Stationsplein,1,9700,3.6020660,50.8512130,0
postalpoint,DHLE,BPPE,Telefoon Wereld,Telefoon Wereld,Stationstraat,Stationstraat,8,9100,4.1413600,51.1654400,-1
postalpoint,BPST,AUTO,Automaat - MC Overpelt - Overpelt,Automaat - MC Overpelt - Overpelt,A. Lapidestraat,A. Lapidestraat,2,3900,4.3754640,50.8323030,0
postalpoint,DHLE,BPPE,Librairie Le Point Shop,Librairie Le Point Shop,Rue Albert Camus,Rue Albert Camus,14,6031,4.3822600,50.4120700,-1
postalpoint,DHLE,BPPE,MI-Concept Telenet/Base,MI-Concept Telenet/Base,Tongersesteenweg,Tongersesteenweg,31,3800,5.1926400,50.8123300,-1
postalpoint,BPST,AUTO,Automaat - Esso Rutten - Paal,Automaat - Esso Rutten - Paal,Diestersesteenweg,Diestersesteenweg,91,3583,4.3756160,50.6842810,0
postalpoint,DHLE,BPPE,Venise SPRL,Venise SPRL,Gentsesteenweg,Chaussee de Gand,1218,1082,4.2956700,50.8658000,-1
postalpoint,DHLE,BPPE,Armand Rijschool,Armand Rijschool,Bredabaan,Bredabaan,766,2170,4.4541600,51.2493800,-1
postalpoint,DHLE,BPPE,T Vershoekske,T Vershoekske,Beernegemstraat,Beernegemstraat,43,8700,3.3334200,50.9945800,-1
postalpoint,DHLE,BPPE,Dagbladhandel Daphne,Dagbladhandel Daphne,Brusselsestraat,Brusselsestraat,38,9660,3.7703200,50.8057900,-1
postalpoint,DHLE,BPPE,Tongo Market,Tongo Market,Waversesteenweg,Chaussee de Wavre,1593,1160,4.4200800,50.8176300,-1
postalpoint,DHLE,BPPE,Baetens Van Nespen,Baetens Van Nespen,Sint-Niklaasstraat,Sint-Niklaasstraat,135b,9170,4.1463300,51.2057300,-1
postalpoint,DHLE,BPPE,ECL Pakjespunt,ECL Pakjespunt,Sluis,Sluis,67,2400,5.1221000,51.2089900,-1
postalpoint,DHLE,BPPE,Levisuel COM,Levisuel COM,Chaussee de Lille,Chaussee de Lille,353,7700,3.1869500,50.7517500,-1
postalpoint,DHLE,BPPE,DBH T Pleintje,DBH T Pleintje,Kerseveldmeers,Kerseveldmeers,15,1745,4.1566800,50.9652900,-1
postalpoint,DHLE,BPPE,Palais de Caftan,Palais de Caftan,Bergensesteenweg,Chaussee de Mons,417,1070,4.3193500,50.8380100,-1
postalpoint,BPST,AUTO,Automaat - 24-7 shop&go by Moeyaert - Passendale,Automaat - 24-7 shop&go by Moeyaert - Passendale,Statiestraat,Statiestraat,1,8980,3.0211920,50.8999750,0
postalpoint,DHLE,BPPE,Librairie Express Shop,Librairie Express Shop,Georges Henrilaan,Avenue Georges Henri,298,1200,4.4108800,50.8437400,-1
postalpoint,BPST,AUTO,Automaat - Gemeente Riemst - Riemst,Automaat - Gemeente Riemst - Riemst,Maastichtersteenweg,Maastichtersteenweg,2b,3770,3.7761060,51.0754540,0
postalpoint,GLS_,BPPE,ViaTim + Jennis,ViaTim + Jennis,KONINKSEMSTRAAT,KONINKSEMSTRAAT,171,3700,5.4429622,50.7664726,0
postalpoint,DHLE,BPPE,Gabrieel,Gabrieel,Renbaanlaan,Avenue de l'Hippodrome,196,1050,4.3790000,50.8191900,-1
postalpoint,BPST,AUTO,Automaat - Carrefour - Rijkevorsel,Automaat - Carrefour - Rijkevorsel,Prinsenpad,Prinsenpad,2,2310,4.7596170,51.3488640,0
postalpoint,DHLE,BPPE,Galeries Maree,Galeries Maree,Chaussee de l'Europe,Chaussee de l'Europe,22,5660,4.4545000,49.9607600,-1
postalpoint,BPST,AUTO,Automaat - Carrefour Market - Ruddervoorde,Automaat - Carrefour Market - Ruddervoorde,Sint-Elooisstraat,Sint-Elooisstraat,1,8020,3.2068150,51.0964430,0
postalpoint,BPST,AUTO,Automaat - Gemeente Geetbets - Rummen,Automaat - Gemeente Geetbets - Rummen,"Ketelstraat ","Ketelstraat ",50,3454,4.4203790,51.2027870,0
mailbox,BPST,PBUS,RB-1950-017,RB-1950-017,Gouvernementsweg,Route Gouvernementale,110,1950,4.4696480,50.8302310,0
postalpoint,DHLE,BPPE,I Plus Office,I Plus Office,Biest,Biest,5,2960,4.6441810,51.3514400,-1
postalpoint,DHLE,BPPE,Joke Fashion,Joke Fashion,Pittemstraat,Pittemstraat,22,8760,3.2878800,50.9824200,-1
postalpoint,BPST,BPBP,FLEMALLE HAUTE,FLEMALLE HAUTE,Grand'Route,Grand'Route,381,4400,5.4596140,50.5951330,-1
postalpoint,DHLE,BPPE,Le Kiosque,Le Kiosque,Chaussee de Huy,Chaussee de Huy,180,1325,4.6908790,50.6868210,1
postalpoint,DHLE,BPPE,Bull Gym,Bull Gym,Dreef,Dreef,6,2910,4.4684831,51.4670072,-1
postalpoint,BPST,AUTO,Automaat - Carrefour Market - Schilde,Automaat - Carrefour Market - Schilde,Turnhoutsebaan,Turnhoutsebaan,411,2970,4.6081960,51.2508030,0
postalpoint,BPST,AUTO,Automaat - Carrefour Market - Sint-Job-in-'t-Goor,Automaat - Carrefour Market - Sint-Job-in-'t-Goor,Brugstraat,Brugstraat,34,2960,4.5765820,51.2945380,0
postalpoint,BPST,AUTO,Automaat - NMBS - Roeselare,Automaat - SNCB - Roeselare,Stationsplein,Stationsplein,/,8800,3.1302390,50.9492680,0
postalpoint,DHLE,BPPE,Mr Tournevis,Mr Tournevis,Scheutveldstraat,Rue Scheutveld,44,1070,4.3148000,50.8379500,-1
postalpoint,DHLE,BPPE,Mr Tournevis,Mr Tournevis,de Formanoirstraat,Rue de Formanoir,8,1070,4.3074900,50.8356700,-1
postalpoint,BPST,AUTO,Automaat - NMBS - Schaarbeek,Automaat - SNCB - Schaerbeek,Rue du ProgÏÂ¨s,Rue du ProgÏÂ¨s,76,1030,4.3601940,50.8591020,0
postalpoint,DHLE,BPPE,In-Side-Out,In-Side-Out,Kerkstraat,Kerkstraat,224,1851,4.3890800,50.9766300,-1
postalpoint,BPST,AUTO,Automaat - Delhaize - Poperinge,Automaat - Delhaize - Poperinge,Ieperseweg,Ieperseweg,12,8970,2.7499460,50.8553110,0
postalpoint,BPST,AUTO,Automaat - NMBS - Namur,Automaat - SNCB - Namur,Place de la Station,Place de la Station,1,5000,4.8618350,50.4685670,0
postalpoint,BPST,AUTO,Automaat - Gemeente Sint-Pieters-Leeuw - Sint-Pieters-Leeuw,Automaat - Gemeente Sint-Pieters-Leeuw - Sint-Pieters-Leeuw,Pastorijstraat,Pastorijstraat,21,1600,4.2446140,50.7808610,0
postalpoint,BPST,AUTO,Automaat - Gemeente Sint-Pieters-Leeuw - Sint-Pieters-Leeuw,Automaat - Gemeente Sint-Pieters-Leeuw - Sint-Pieters-Leeuw,Stationsstraat,Stationsstraat,54,1600,4.2951410,50.7911320,0
postalpoint,BPST,AUTO,Automaat - Gemeente Sint-Pieters-Leeuw - Sint-Pieters-Leeuw,Automaat - Gemeente Sint-Pieters-Leeuw - Sint-Pieters-Leeuw,Stijn Streuvelslaan,Stijn Streuvelslaan,16,1600,4.2860900,50.8003920,0
postalpoint,BPST,AUTO,Automaat - Stadskantoor - Sint-Truiden,Automaat - Stadskantoor - Sint-Truiden,Kazernestraat,Kazernestraat,13,3800,5.1817380,50.8163010,0
postalpoint,BPST,AUTO,Automaat - Stad Sint-Truiden - Sint-Truiden,Automaat - Stad Sint-Truiden - Sint-Truiden,"Tongersesteenweg ","Tongersesteenweg ",2,3800,5.1899170,50.8131040,0
postalpoint,BPST,AUTO,Automaat - Bpost - Tienen,Automaat - Bpost - Tienen,Academiestraat,Academiestraat,30,3300,4.9397060,50.8081360,0
postalpoint,BPST,AUTO,Automaat - NMBS - Tongeren,Automaat - SNCB - Tongeren,Stationsplein,Stationsplein,1,3700,5.4735350,50.7838160,0
postalpoint,DHLE,BPPE,Petit Cadeau,Petit Cadeau,Grand Place,Grand Place,24,6460,4.3139400,50.0484900,-1
postalpoint,DHLE,BPPE,House of Colors,House of Colors,Maastrichterstraat,Maastrichterstraat,12,3700,5.4640500,50.7816900,-1
postalpoint,BPST,AUTO,Automaat - Le Bon Site - Turnhout,Automaat - Le Bon Site - Turnhout,Victoriestraat,Victoriestraat,21,2300,4.3581610,51.1077870,0
postalpoint,DHLP,BPPE,FLEMALLE HAUTE,FLEMALLE HAUTE,Grand'Route,Grand'Route,381,4400,5.4596140,50.5951330,-1
postalpoint,DHLE,BPPE,Chez Jennifer,Chez Jennifer,Place,Place,10,7866,3.8347622,50.6921530,-1
postalpoint,BPST,AUTO,Automaat - Gemeente Herent - Veltem-Beisem,Automaat - Gemeente Herent - Veltem-Beisem,Overstraat,Overstraat,21,3020,3.3495090,50.9986640,0
postalpoint,BPST,AUTO,Automaat - Delhaize - Vichte,Automaat - Delhaize - Vichte,"Bosstraat ","Bosstraat ",20,8570,3.4095200,50.8365390,0
postalpoint,BPST,AUTO,Automaat - Carrefour Market - Vorselaar,Automaat - Carrefour Market - Vorselaar,Kempenlaan,Kempenlaan,21,2290,4.7675050,51.2021420,0
postalpoint,BPST,AUTO,Automaat - Gemeente Kortenaken - Waanrode,Automaat - Gemeente Kortenaken - Waanrode,Grote Vreunte,Grote Vreunte,57b,3473,4.3617910,50.7475380,0
postalpoint,BPST,AUTO,Automaat - Parc de l'Europe - Wavre,Automaat - Parc de l'Europe - Wavre,Boulevard de l'Europe,Boulevard de l'Europe,131,1301,4.9284220,50.7994970,0
postalpoint,BPST,AUTO,Automaat - Decathlon - Wavre,Automaat - Decathlon - Wavre,ChaussÏÂ©e de Namur,ChaussÏÂ©e de Namur,270,1300,5.0954030,50.4966550,0
postalpoint,BPST,AUTO,Automaat - Ville de Wavre - Wavre,Automaat - Ville de Wavre - Wavre,Place des Carmes,Place des Carmes,10,1300,4.6074820,50.7158860,0
postalpoint,BPST,AUTO,Automaat - Fun - Wetteren,Automaat - Fun - Wetteren,Gentsesteenweg,Gentsesteenweg,101,9230,3.8712000,50.9996000,0
postalpoint,BPST,AUTO,Automaat - Gemeente Herent - Winksele,Automaat - Gemeente Herent - Winksele,Warotstraat,Warotstraat,11a,3020,5.6610470,51.1273750,0
postalpoint,BPST,AUTO,Automaat - Carrefour Market - Zandhoven,Automaat - Carrefour Market - Zandhoven,Langestraat,Langestraat,41,2240,4.6711100,51.2219530,0
postalpoint,BPST,AUTO,Automaat - Bpost - Zaventem,Automaat - Bpost - Zaventem,Leuvensesteenweg,Leuvensesteenweg,573,1930,4.4882870,50.8745720,0
postalpoint,BPST,AUTO,Automaat - Carrefour Market - Zoersel,Automaat - Carrefour Market - Zoersel,Smissestraat,Smissestraat,4,2980,4.7115770,51.2706490,0
postalpoint,BPST,AUTO,Automaat - Gemeente Zonnebeke - Zonnebeke,Automaat - Gemeente Zonnebeke - Zonnebeke,Langemarkstraat,Langemarkstraat,1,8980,4.0353410,50.8425070,0
postalpoint,DHLE,BPPE,DM Press Shop,DM Press Shop,De Lindeplein,Place de Linde,17,1070,4.2999200,50.8357500,-1
postalpoint,DHLE,BPPE,Time Self,Time Self,Place de Cuesmes,Place de Cuesmes,6,7033,3.9240500,50.4368900,-1
postalpoint,BPST,AUTO,Automaat - Stad Zoutleeuw - Zoutleeuw,Automaat - Stad Zoutleeuw - Zoutleeuw,Aen Den Hoorn,Aen Den Hoorn,1,3440,5.1054330,50.8323110,0
postalpoint,DHLE,BPPE,Evelyne's Strijkshop,Evelyne's Strijkshop,Kuurnsesteenweg,Kuurnsesteenweg,77,8500,3.2690600,50.8421500,-1
postalpoint,DHLE,BPPE,Espace Shop,Espace Shop,Rue Leopold,Rue Leopold,213,7000,3.9433600,50.4529800,-1
postalpoint,DHLE,BPPE,Quillaja Flowers,Quillaja Flowers,Wolvertemsesteenweg,Wolvertemsesteenweg,28,1850,4.3717400,50.9345900,-1
postalpoint,DHLE,BPPE,Express Store,Express Store,Tussenbruggen,Tussenbruggen,16,9700,3.6087400,50.8429100,-1
postalpoint,DHLE,BPPE,Dagbladhandel Beno,Dagbladhandel Beno,Breekiezel,Breekiezel,29,3670,5.5889200,51.0928400,-1
postalpoint,DHLE,BPPE,Sy Vape,Sy Vape,Wannekouterlaan,Avenue Wannecouter,141,1020,4.3604700,50.8995400,-1
postalpoint,DHLE,BPPE,De Wachter BV,De Wachter BV,Nieuwe Kouterstraat,Nieuwe Kouterstraat,4,2880,4.2386700,51.0989500,-1
postalpoint,DHLE,BPPE,Vranken,Vranken,Rue Roosevelt,Rue Roosevelt,77,6238,4.3866300,50.5059000,-1
postalpoint,DHLE,BPPE,Chez Greg,Chez Greg,Place Edmond Gilles,Place Edmond Gilles,21,6042,4.4485000,50.4312100,-1
postalpoint,DHLE,BPPE,Go Inn,Go Inn,Rue Mitoyenne,Rue Mitoyenne,410,4710,5.9653400,50.6778200,-1
postalpoint,DHLE,BPPE,Al Amar,Al Amar,Rue Saint-Severin,Rue Saint-Severin,108,4000,5.5643300,50.6458300,-1
postalpoint,DHLE,BPPE,Chez Vansh,Chez Vansh,Rue Hesbaye,Rue Hesbaye,215,4000,5.5489500,50.6500400,-1
postalpoint,BPST,AUTO,Automaat - Stad Zoutleeuw - Zoutleeuw,Automaat - Stad Zoutleeuw - Zoutleeuw,Grote Steenweg,Grote Steenweg,94,3440,5.1060940,50.8077510,0
postalpoint,BPST,BPPE,LIBRAIRIE CENTRALE,LIBRAIRIE CENTRALE,Zoniënwoudlaan,Avenue De La Foret De Soignes,332,1640,4.3813320,50.7579490,0
postalpoint,BPST,AUTO,Automaat - Dok Noord - Gent,Automaat - Dok Noord - Gand,Dok-Noord,Dok-Noord,7,9000,3.7327470,51.0662640,0
postalpoint,DHLE,BPPE,Real Deal,Real Deal,Doornikserijksweg,Doornikserijksweg,394,8510,3.3238300,50.7424900,-1
postalpoint,BPST,AUTO,Automaat - Lidl - Gent,Automaat - Lidl - Gent,Fratersplein,Fratersplein,11,9000,3.7244610,51.0625440,0
